NombreUnidad,direccion,entidad,municipio,telefono,correoelec,sitioweb,Latitude,Longitude,Sector,Inst,POBUSn,POBUSa,POBUSd,,SumaCluster,NivCuidad,ConDer,comollegar
ESCUELA PRIMARIA URBANA 803 LUIS CABRERA 14EPR0903N TM,"Calle Uganda 700, Int: NA, Colonia La Capacha, C.P. 45560 San Pedro Tlaquepaque, Jalisco",Jalisco,San Pedro Tlaquepaque,Tel. NA,,,20.62843638,-103.314537,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.62843638,-103.314537&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS RAFAEL RAMIREZ,"Calle Michoacan 200, Int: NA, Colonia Bella Vista, C.P. 47250 Villa Hidalgo, Jalisco",Jalisco,Villa Hidalgo,Tel. NA,,,21.67077116,-102.5837373,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=21.67077116,-102.5837373&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CUIDADO INFANTIL DESARROLLO Y ATENCION,"Calle Santa Monica 323, Int: NA, Colonia Santuario, C.P. 44200 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,,,20.68145919,-103.3491777,Sociedad civil,Sociedad civil,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.68145919,-103.3491777&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA URBANA 930 TIERRA Y LIBERTAD,"Calle Gladiola 396, Int: NA, Colonia Agricola, C.P. 45236 Zapopan, Jalisco",Jalisco,Zapopan,Tel. 3336847005,,,20.61869092,-103.4323244,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.61869092,-103.4323244&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS XILOTEPEC,"Calle Hidalgo Sur 380, Int: NA, Colonia Jocotepec, C.P. 45800 Jocotepec, Jalisco",Jalisco,Jocotepec,Tel. 3877630310,,,20.27982476,-103.431456,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.27982476,-103.431456&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA SOLEDAD BLANCO RODRIGUEZ TURNO VESPERTINO 14DPM3086Q,"Avenida Jesus Reyes Heroles NA, Int: NA, Colonia Jesus Reyes Heroles, C.P. 44985 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,,,20.61726325,-103.3728824,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.61726325,-103.3728824&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA IGNACIO ALDAMA,"Calle Enrique Gonzalez Martinez 125, Int: NA, Fraccionamiento Coajinque, C.P. 48903 Autlán de Navarro, Jalisco",Jalisco,Autlán de Navarro,Tel. 3173813094,,,19.76445836,-104.380851,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.76445836,-104.380851&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS VASCO DE QUIROGA,"Calle Miguel Hidalgo Y Costilla 3399, Int: NA, Colonia Vallarta San Jorge, C.P. 44690 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. 3336475322,direccion@mmsanjorge.com,www.mmsanjorge.com,20.67621217,-103.3999498,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.67621217,-103.3999498&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA FEDERAL JOSE PEREZ CONTRERAS TURNO MATUTINO,"Calle San Julian 105, Int: NA, Colonia Jalisco, C.P. 45412 Tonalá, Jalisco",Jalisco,Tonalá,Tel. 3316393550,,,20.68940666,-103.2680189,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.68940666,-103.2680189&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
KIPLING KIDS CITY,"Calle Jose Guadalupe Montenegro 2325, Int: NA, Colonia Obrera Centro, C.P. 44150 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,svillas@serkedu.mx,www.serkedu.mx,20.66869178,-103.3756029,Sociedad civil,Sociedad civil,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.66869178,-103.3756029&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA MARCELINO GARCIA BARRAGAN CLAVE 424,"Calle Obregon 3, Int: NA, Colonia Casimiro Castillo Centro, C.P. 48930 Casimiro Castillo, Jalisco",Jalisco,Casimiro Castillo,Tel. 3573880430,,,19.60343483,-104.4355514,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.60343483,-104.4355514&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PREESCOLAR JOSE VASCONSELOS,"Calle Pavo 8, Int: NA, Colonia San Luis Soyatlan, C.P. 49440 Tuxcueca, Jalisco",Jalisco,Tuxcueca,Tel. NA,,,20.19997598,-103.3079527,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.19997598,-103.3079527&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS CUAUHTEMOC 14DJN1921U,"Calle Fresno 2656, Int: NA, Colonia Los Cajetes, C.P. 45234 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,,,20.5901127,-103.4218591,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.5901127,-103.4218591&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDÍN DE NIÑOS FERNANDO MONTES DE OCA,"Callejon Callejon Del Olmo 2, Int: NA, Localidad Jardines De La Calera, C.P. 45676 Tlajomulco de Zúñiga, Jalisco",Jalisco,Tlajomulco de Zúñiga,Tel. NA,,,20.45303968,-103.2688595,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.45303968,-103.2688595&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA FEDERAL JOSE LUIS ARREGUI,"Calle Hacienda La Campana 1515, Int: NA, Colonia Oblatos, C.P. 44700 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,,,20.69329111,-103.2938178,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.69329111,-103.2938178&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA FEDERAL BENITO JUAREZ,"Calle Santa Lucia 117, Int: NA, Colonia Ninguno, C.P. 45100 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,,,20.7265106,-103.3837237,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.7265106,-103.3837237&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA JOSE MARIA MORELOS Y PAVON TV,"Calle Reforma 23, Int: NA, Colonia Santa Cruz De Las Huertas, C.P. 45402 Tonalá, Jalisco",Jalisco,Tonalá,Tel. 3311874041,14dpr2153r@escuelas.sej.gob.mx,,20.62081059,-103.2650678,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.62081059,-103.2650678&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA MELCHOR OCAMPO TURNO VESPETINO,"Calle Zaragoza 127, Int: NA, Colonia Santa Maria Tequepexpan, C.P. 45601 San Pedro Tlaquepaque, Jalisco",Jalisco,San Pedro Tlaquepaque,Tel. 3313396501,svn-3073@hotmail.com,,20.60008957,-103.3972245,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.60008957,-103.3972245&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA URBANA 182 ALMA ANGELINA MORETT GUERRERO,"Calle Mitla 440, Int: NA, Colonia Monumental, C.P. 44320 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. 3336097586,,,20.69984311,-103.3226953,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.69984311,-103.3226953&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA JUAN RULFO VIZCAINO,"Calle Gabino Velazco 21, Int: NA, Barrio El Santuario, C.P. 49700 San Gabriel, Jalisco",Jalisco,San Gabriel,Tel. NA,,,19.74843837,-103.7698495,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.74843837,-103.7698495&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA PUBLICA FEDERAL JOSE MARIA ARREOLA CLAVE 14DRP0708L,"Calle Hacienda Santiago 2989, Int: NA, Colonia Oblatos, C.P. 44700 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,,,20.69414888,-103.2901405,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.69414888,-103.2901405&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA JUVENTINO ROSAS 14DPR4121M,"Calle San Miguel 2005, Int: NA, Colonia Los Cajetes, C.P. 45234 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,,,20.59019288,-103.4224836,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.59019288,-103.4224836&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN QUETZALCOALT,"Calle Parral 38, Int: NA, Colonia San Juan De Ocotan, C.P. 45019 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,,,20.70607076,-103.4509331,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.70607076,-103.4509331&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
KINDER CINTYA YASMIN VALDES PEREZ14DJN2248O,"Calle Castillo De Atienza 657, Int: NA, Fraccionamiento Parques Del Castillo, C.P. 45685 El Salto, Jalisco",Jalisco,El Salto,Tel. NA,,,20.52485859,-103.240628,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.52485859,-103.240628&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA AGUSTIN LLAÑEZ,"Calle San Isidro 3250, Int: NA, Colonia Las Bovedas, C.P. 45138 Zapopan, Jalisco",Jalisco,Zapopan,Tel. 3336338486,,,20.73324933,-103.4235632,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.73324933,-103.4235632&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA LÁZARO CÁRDENAS DEL RÍO,"Calle Vallarta Sur 375, Int: NA, Colonia Centro, C.P. 49170 Concepción de Buenos Aires, Jalisco",Jalisco,Concepción de Buenos Aires,Tel. 3421036252,,,19.97397657,-103.2579561,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.97397657,-103.2579561&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA CUAUHTEMOC,"Calle Cuauhtemoc 13, Int: NA, Colonia Alvaro Obregon, C.P. 45620 San Pedro Tlaquepaque, Jalisco",Jalisco,San Pedro Tlaquepaque,Tel. 3311231446,chinos_0027@hotmail.com,,20.60364585,-103.2904032,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.60364585,-103.2904032&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESTANCIA INFANTIL EL JARDIN DE LOS SUEÑOS,"Calle Miguel Hidalgo 83, Int: NA, Colonia La Purisima, C.P. 49900 Tecalitlán, Jalisco",Jalisco,Tecalitlán,Tel. NA,,,19.46995649,-103.3050576,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.46995649,-103.3050576&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS ENRIQUE VELAZQUEZ ESPINOZA T/M,"Calzada De Los Paraisos 123, Int: NA, Colonia Ciudad Granja, C.P. 45010 Zapopan, Jalisco",Jalisco,Zapopan,Tel. 3336273506,,,20.68030015,-103.451384,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.68030015,-103.451384&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
GENIUS PRE- SCHOOL KINDER PREESCOLAR 14PJN1903J,"Calle Flamenco 1675, Int: NA, Colonia Mirador De San Isidro, C.P. 45133 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,,www.geniuspreschool.com,20.76192837,-103.3927797,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.76192837,-103.3927797&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
COLEGIO HIDALGO PRIMARIA,"Calle Juarez 412, Int: NA, Colonia San Pedro, C.P. 48500 Cocula, Jalisco",Jalisco,Cocula,Tel. NA,colegio.hidalgo@hotmail.com,www.colegiohidalgococula.edu.mx,20.3594455,-103.8262316,Sociedad civil,Sociedad civil,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.3594455,-103.8262316&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
PRIMARIA PEDRO MORENO,"Calle Michoacan 186, Int: NA, Colonia El Mante, C.P. 45235 Zapopan, Jalisco",Jalisco,Zapopan,Tel. 3332710831,,,20.60865429,-103.4242787,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.60865429,-103.4242787&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO EDUCATIVO PRIOLI,"Calle General Ignacio L. Pesqueira 331, Int: NA, Colonia Constitucion, C.P. 45180 Zapopan, Jalisco",Jalisco,Zapopan,Tel. 3336604942,,,20.72408019,-103.363613,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.72408019,-103.363613&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS BENITO JUAREZ 14DJN1008I TURNO MATUTINO,"Calle Juarez 42, Int: NA, Colonia La Ladrillera, C.P. 45613 Tonalá, Jalisco",Jalisco,Tonalá,Tel. NA,,,20.59783535,-103.2304736,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.59783535,-103.2304736&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
COLEGIO SANTA INES VIRGEN Y MARTIR AC,"Calle Alejandrina 1099, Int: NA, Colonia Alcalde Barranquitas, C.P. 44270 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,,,20.69305193,-103.3373757,Sociedad civil,Sociedad civil,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.69305193,-103.3373757&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
COLEGIO LOYOLA A.C.,"Calle Orozco Y Jimenez 153, Int: NA, Localidad San Francisco De Asis, C.P. 47755 Atotonilco el Alto, Jalisco",Jalisco,Atotonilco el Alto,Tel. NA,,,20.59592583,-102.5641504,Sociedad civil,Sociedad civil,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.59592583,-102.5641504&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS LIBRADA MADRIGAL ORTEGA,"Calle Nigromante 0, Int: NA, Colonia Naranjitos, C.P. 49900 Tecalitlán, Jalisco",Jalisco,Tecalitlán,Tel. NA,,,19.46520186,-103.3071338,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.46520186,-103.3071338&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
PREESCOLAR CARMEN TORRES VELIZ TM 14DJN1558L,"Calle Luis M. Fregoso 4472, Int: NA, Colonia Tetlan, C.P. 44820 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,,,20.65565083,-103.2746165,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.65565083,-103.2746165&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA PRIMARIA AMELIA COVARRUBIAS,"Calle Fermin Rivera 1, Int: NA, Colonia Lomas Del Paraiso, C.P. 44250 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,,,20.7234498,-103.3209411,Pública,SEP,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.7234498,-103.3209411&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS NARCISO MENDOZA TURNO VESPERTINO,"Calle Loma Aldama 370, Int: NA, Colonia Loma Bonita, C.P. 45406 Tonalá, Jalisco",Jalisco,Tonalá,Tel. NA,,,20.65721175,-103.2519707,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.65721175,-103.2519707&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
STAR KINGDOM,"Avenida Del Tule 765, Int: NA, Colonia Puertas Del Tule, C.P. 45017 Zapopan, Jalisco",Jalisco,Zapopan,Tel. 3312019559,,www.starkingdom.com.mx,20.69458822,-103.4496899,Sociedad civil,Sociedad civil,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.69458822,-103.4496899&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CHILDREN INTERNAYTIONAL,"Boulevard Brasil 80, Int: NA, Colonia Chulavista, C.P. 45655 Tlajomulco de Zúñiga, Jalisco",Jalisco,Tlajomulco de Zúñiga,Tel. NA,,,20.51195968,-103.3684219,Privada,Privada,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.51195968,-103.3684219&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA ALVARO OBREGON 14EPR00725,"Calle Avelino Ruiz 1, Int: NA, Colonia Centro, C.P. 45350 El Arenal, Jalisco",Jalisco,El Arenal,Tel. NA,,,20.77393456,-103.6923464,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.77393456,-103.6923464&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
HOWARD GARDNER SCHOOL,"Calle Johann Sebastian Bach 5699, Int: NA, Colonia La Estancia, C.P. 45030 Zapopan, Jalisco",Jalisco,Zapopan,Tel. 3336821821,howardgardnerschool@hotmail.com,www.hgs.com,20.6749144,-103.4344291,Sociedad civil,Sociedad civil,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.6749144,-103.4344291&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS MARIA TRINIDAD MARTINEZ YAÑEZ,"Avenida De La Amistad 1443, Int: NA, Colonia Villas Perisur, C.P. 45236 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,,,20.62521966,-103.4430749,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.62521966,-103.4430749&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS MA. ASCENCION GONZALEZ GONZALEZ TURNO MATUTINO,"Calle Matamoros 421, Int: NA, Colonia Ejidal, C.P. 47910 La Barca, Jalisco",Jalisco,La Barca,Tel. NA,martarosa@live.com.mx,,20.28559227,-102.5433532,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.28559227,-102.5433532&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS ACATIC,"Calle 6 De Diciembre 55, Int: NA, Colonia Centro, C.P. 45470 Acatic, Jalisco",Jalisco,Acatic,Tel. 3787150077,,,20.78247495,-102.9060054,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.78247495,-102.9060054&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ESCUELA URBANA #1190 IRENE ROBLEDO GARCIA,"Avenida Avenida De La Selva Sur 2199, Int: NA, Colonia Santa Cecilia, C.P. 44700 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,urbana1190@hotmail.com,,20.70387977,-103.2881124,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.70387977,-103.2881124&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS ARCOIRIS,"Calle Olivo Frantoio 3, Int: NA, Colonia Valle De Los Olivos, C.P. 45879 Ixtlahuacán de los Membrillos, Jalisco",Jalisco,Ixtlahuacán de los Membrillos,Tel. NA,,,20.43637789,-103.2289211,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.43637789,-103.2289211&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
COFRE DE PALABRAS FEDERAL,"Calle Puerto San Juan 2661, Int: NA, Colonia Miramar, C.P. 45060 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,,,20.63494651,-103.4457794,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.63494651,-103.4457794&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS JOSE MARIA MORELOS Y PAVON 14DJN1037D,"Calle Independencia 849, Int: NA, Colonia El Refugio, C.P. 47470 Lagos de Moreno, Jalisco",Jalisco,Lagos de Moreno,Tel. 4747427755,,,21.34786291,-101.935467,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=21.34786291,-101.935467&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS MIGUEL HIDALGO,"Calle Benemerito De Las Americas 165, Int: NA, Colonia Valentin Gomez Farias, C.P. 48320 Puerto Vallarta, Jalisco",Jalisco,Puerto Vallarta,Tel. 3222318451,,,20.63018374,-105.2214899,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.63018374,-105.2214899&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS EMILIANO ZAPATA,"Calle Francisco I. Madero 12, Int: NA, Pueblo Santa Fe, C.P. 45460 Zapotlanejo, Jalisco",Jalisco,Zapotlanejo,Tel. NA,,,20.52601566,-103.0831269,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.52601566,-103.0831269&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS GOMEZ ANDA,"Calle 16 De Septiembre 220, Int: NA, Colonia Zacoalco De Torres Centro, C.P. 45750 Zacoalco de Torres, Jalisco",Jalisco,Zacoalco de Torres,Tel. NA,,,20.23118728,-103.5732963,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.23118728,-103.5732963&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
JARDIN DE NIÑOS,"Calle Lazaro Cardenas NA, Int: NA, Pueblo San Lucas Evangelista, C.P. 45663 Tlajomulco de Zúñiga, Jalisco",Jalisco,Tlajomulco de Zúñiga,Tel. NA,,,20.40720905,-103.3591088,Pública,Pública,Infancia,,,,1,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.40720905,-103.3591088&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
